,p,P,y,Y,f,F,g,G,c,C,r,R,l,L,a,A,o,O,e,E,u,U,i,I,d,D,h,H,t,T,n,N,s,S,q,Q,j,J,k,K,x,X,b,B,m,M,w,W,v,V,z,Z,$,&,[,{,},(,=,*,),+,],!,#,~,%,7,5,3,1,9,0,2,4,6,8,`,;,",",.,/,@,\,:,<,>,?,^,|,-,',_,"""",	,"
", 
v,78015.0,23842.0,9739.0,1201.0,22831.0,16231.0,42900.0,7843.0,102033.0,30673.0,41458.0,32197.0,76219.0,14273.0,3177507.0,26880.0,2072440.0,24218.0,6175059.0,13713.0,19192.0,6492.0,1936886.0,42661.0,33831.0,23075.0,14526.0,12348.0,104884.0,29446.0,34678.0,27020.0,95384.0,43666.0,7664.0,1825.0,1514.0,2634.0,101250.0,10284.0,28079.0,1920.0,26333.0,25311.0,276087.0,38787.0,8360.0,16499.0,12206.0,10297.0,4526.0,1330.0,825.0,1677.0,77368.0,1170.0,1385.0,96536.0,3549.0,9471.0,137449.0,3417.0,12008.0,169.0,139.0,7.0,848.0,6277.0,6819.0,34046.0,96159.0,3745.0,31315.0,83524.0,57583.0,42514.0,80799.0,351.0,49837.0,118584.0,132527.0,9604.0,682.0,1461.0,85339.0,16992.0,5491.0,518.0,178.0,211.0,78345.0,3113.0,340524.0,23005.0,3849.0,9319.0,195108.0
V,9580.0,47899.0,1009.0,2673.0,2992.0,22369.0,1844.0,24664.0,5188.0,38942.0,11408.0,49525.0,2786.0,47664.0,1726057.0,295149.0,109860.0,54482.0,946623.0,517151.0,18667.0,28192.0,511210.0,163244.0,3671.0,27525.0,1012.0,8696.0,20266.0,143902.0,4025.0,17040.0,12347.0,44658.0,484.0,1942.0,316.0,892.0,118932.0,120350.0,1352.0,24132.0,4602.0,22150.0,9781.0,121332.0,343.0,6087.0,1158.0,5291.0,705.0,1801.0,19.0,975.0,6237.0,328.0,349.0,49504.0,883.0,1323.0,21994.0,562.0,6113.0,55.0,64.0,2.0,679.0,1444.0,2158.0,9765.0,21866.0,753.0,8858.0,25893.0,16010.0,12073.0,25648.0,58.0,8367.0,21116.0,12319.0,1599.0,69.0,533.0,17732.0,675.0,5861.0,60.0,140.0,139.0,8619.0,1975.0,165498.0,9253.0,185.0,6000.0,55240.0
z,8224.0,13938.0,25780.0,465.0,3828.0,17556.0,3396.0,4673.0,7470.0,14660.0,3865.0,6540.0,17045.0,6378.0,183731.0,9401.0,91683.0,7171.0,3659749.0,8590.0,12052.0,4998.0,61759.0,7795.0,4924.0,14164.0,6414.0,4095.0,4039.0,19550.0,13819.0,13842.0,8684.0,15745.0,733.0,1510.0,1000.0,1005.0,4354.0,2960.0,17798.0,1252.0,3059.0,7399.0,15034.0,9677.0,4343.0,2940.0,5043.0,8360.0,38250.0,868.0,41.0,109.0,7215.0,252.0,1358.0,16953.0,3053.0,3199.0,44000.0,3568.0,6260.0,77.0,70.0,2.0,95.0,1647.0,851.0,2804.0,9762.0,1254.0,3910.0,6851.0,2089.0,1355.0,9408.0,85.0,22164.0,34174.0,14041.0,4417.0,406.0,1706.0,7639.0,1093.0,973.0,70.0,269.0,156.0,7994.0,3050.0,38923.0,10815.0,1128.0,4325.0,82576.0
Z,995.0,4670.0,1622.0,2577.0,631.0,2849.0,1292.0,2005.0,3543.0,7134.0,2408.0,5031.0,1366.0,6557.0,9924.0,14835.0,41195.0,10053.0,99802.0,185682.0,6985.0,1666.0,33179.0,7603.0,943.0,2176.0,26427.0,1268.0,1388.0,2704.0,1310.0,6002.0,2760.0,11804.0,264.0,2103.0,411.0,802.0,1077.0,900.0,1225.0,14108.0,608.0,1718.0,3822.0,6518.0,1044.0,2685.0,1119.0,1920.0,337.0,7996.0,63.0,227.0,1285.0,59.0,326.0,8184.0,971.0,465.0,10827.0,542.0,3129.0,11.0,12.0,0.0,62.0,458.0,830.0,3782.0,3079.0,522.0,1865.0,3639.0,1853.0,280.0,1477.0,78.0,4091.0,11048.0,2230.0,492.0,72.0,764.0,15162.0,162.0,1556.0,71.0,78.0,101.0,1254.0,2921.0,29878.0,5523.0,166.0,1931.0,19343.0
$,2248.0,591.0,161.0,96.0,2077.0,517.0,1045.0,557.0,5559.0,879.0,1349.0,1246.0,1297.0,647.0,3122.0,1075.0,1370.0,294.0,1744.0,420.0,589.0,290.0,1664.0,2907.0,2793.0,1247.0,739.0,426.0,2520.0,926.0,2033.0,740.0,3332.0,2381.0,167.0,748.0,156.0,75.0,753.0,371.0,532.0,194.0,1630.0,393.0,1779.0,428.0,347.0,187.0,809.0,268.0,188.0,97.0,9145.0,100.0,349.0,11057.0,410.0,2620.0,55.0,253.0,1092.0,79.0,134.0,33.0,490.0,1.0,812.0,158.0,428.0,738.0,3593.0,310.0,5789.0,1650.0,728.0,144.0,381.0,31.0,426.0,1178.0,1496.0,288.0,392.0,1607.0,374.0,384.0,290.0,229.0,66.0,107.0,204.0,1833.0,2125.0,4604.0,8.0,7455.0,8386.0
&,116343.0,18205.0,5985.0,764.0,67238.0,13141.0,48381.0,9552.0,118692.0,33427.0,108882.0,15835.0,52330.0,12192.0,83107.0,18997.0,73595.0,15506.0,71160.0,12240.0,18440.0,5233.0,96355.0,37665.0,88889.0,20304.0,29426.0,6112.0,99677.0,19962.0,57397.0,8896.0,149957.0,35808.0,7582.0,8532.0,5604.0,1454.0,19048.0,2239.0,12313.0,2122.0,62063.0,13359.0,98522.0,22943.0,25534.0,5745.0,67632.0,9794.0,3494.0,999.0,125.0,910787.0,613.0,67.0,2.0,30719.0,21956.0,5186.0,60644.0,70.0,48637.0,553.0,1065.0,276.0,195.0,286.0,277.0,471.0,1981.0,38.0,4616.0,425.0,167.0,135.0,87.0,84.0,1094.0,33459.0,4966.0,723.0,98.0,460.0,11472.0,119.0,21191.0,72.0,43.0,29.0,119.0,1942.0,67901.0,4172.0,4671.0,150768.0,2474109.0
[,62831.0,12728.0,13270.0,2164.0,24168.0,8025.0,12145.0,9416.0,74330.0,29918.0,39264.0,12911.0,36424.0,7734.0,39545.0,29067.0,36987.0,14684.0,25692.0,9339.0,13386.0,3681.0,726823.0,33505.0,42963.0,40165.0,14736.0,3426.0,71831.0,60965.0,85626.0,17523.0,81458.0,27787.0,5179.0,1641.0,94633.0,1220.0,50459.0,2529.0,29762.0,3276.0,30402.0,13393.0,46884.0,22384.0,13927.0,2565.0,25253.0,8810.0,3627.0,1234.0,399.0,63221.0,168577.0,6581.0,27.0,21531.0,7294.0,5132.0,159.0,2935.0,225310.0,463.0,575.0,164.0,22970.0,19833.0,40407.0,126635.0,376461.0,12514.0,554646.0,214364.0,65275.0,32032.0,19313.0,374.0,70.0,1487.0,2866.0,503.0,2024.0,17097.0,3234.0,2345.0,88.0,739.0,4275.0,122.0,16175.0,9586.0,10748.0,124192.0,16.0,4252.0,51247.0
{,10089.0,3967.0,1531.0,7804.0,13567.0,2939.0,3741.0,3101.0,15663.0,8958.0,19935.0,7596.0,5447.0,6030.0,13592.0,4837.0,6833.0,2295.0,7366.0,6612.0,3139.0,2083.0,21655.0,4407.0,13871.0,4640.0,3146.0,1343.0,14920.0,12078.0,13893.0,7114.0,24949.0,12197.0,846.0,972.0,1114.0,550.0,8008.0,1318.0,4530.0,1540.0,10106.0,4363.0,9271.0,4833.0,5671.0,758.0,8445.0,4420.0,591.0,546.0,2597.0,10444.0,5930.0,98045.0,284643.0,3858.0,34.0,1888.0,132.0,884.0,19.0,1352.0,382.0,66.0,2492.0,4232.0,8568.0,18379.0,75753.0,3138.0,99763.0,34755.0,12104.0,5253.0,4363.0,157.0,425.0,369.0,14239.0,4818.0,1149.0,31086.0,6029.0,240.0,11.0,73.0,592.0,204.0,30360.0,11564.0,6602.0,182538.0,10534.0,8106025.0,778479.0
},139.0,107.0,13.0,3.0,297.0,60.0,62.0,41.0,968.0,107.0,405.0,69.0,160.0,53.0,113.0,614.0,33.0,29.0,9991.0,44.0,100.0,72.0,301.0,120.0,648.0,38.0,16.0,26.0,117.0,124.0,67.0,18.0,522.0,91.0,16.0,12.0,17.0,4.0,45.0,29.0,164.0,9.0,2249.0,105.0,138.0,73.0,1028.0,23.0,194.0,53.0,36.0,6.0,589.0,72.0,2184.0,4972.0,138236.0,5129.0,393.0,4509.0,280363.0,289.0,7285.0,103.0,84.0,130.0,129.0,3.0,2.0,19.0,80.0,9.0,55.0,32.0,8.0,2.0,10.0,1122.0,691491.0,702611.0,8060.0,9954.0,1828.0,24361.0,2437.0,479.0,797.0,59.0,997.0,203.0,775.0,5219.0,2759.0,59939.0,7161.0,7466563.0,750947.0
(,1134583.0,313825.0,77071.0,9842.0,818592.0,203911.0,328999.0,242471.0,2109343.0,466392.0,839167.0,256829.0,482967.0,232906.0,874551.0,228530.0,556090.0,169043.0,542812.0,200768.0,530903.0,116909.0,1774708.0,447703.0,695621.0,219716.0,301097.0,103304.0,1186003.0,318244.0,796930.0,219140.0,1892277.0,484453.0,78211.0,135777.0,103176.0,53073.0,270545.0,37029.0,185548.0,38157.0,596307.0,167336.0,924734.0,209786.0,257051.0,78855.0,682489.0,152477.0,41308.0,20413.0,4164.0,480337.0,47536.0,90653.0,66.0,621914.0,2083.0,423078.0,10429271.0,11905.0,122.0,877718.0,3659.0,7828.0,53996.0,23870.0,58872.0,116635.0,552281.0,21038.0,682984.0,217807.0,77207.0,39341.0,34935.0,1847.0,20477.0,1114.0,22594.0,9179.0,1698.0,12794.0,54616.0,3912.0,889.0,2272.0,811.0,703.0,94662.0,66379.0,421029.0,2233628.0,2971.0,723128.0,1312505.0
=,10166.0,2380.0,1909.0,617.0,16830.0,3050.0,4700.0,2529.0,13231.0,5601.0,7548.0,2281.0,5618.0,2454.0,9721.0,3462.0,3072.0,1320.0,4873.0,2814.0,3056.0,2137.0,11399.0,4499.0,6983.0,2492.0,2749.0,1820.0,20274.0,4073.0,15668.0,15090.0,16479.0,5227.0,1123.0,814.0,2130.0,515.0,2527.0,1325.0,3572.0,1002.0,6571.0,2505.0,11649.0,3352.0,2179.0,1692.0,5620.0,1508.0,735.0,737.0,953.0,2991.0,8113.0,18291.0,99.0,60868.0,6042712.0,56686.0,960.0,2806.0,6907.0,651.0,218.0,477.0,58621.0,1419.0,4961.0,7724.0,49714.0,1920.0,154881.0,16674.0,7187.0,3157.0,2626.0,534.0,372.0,1897.0,1295.0,23906.0,215.0,19879.0,417.0,16401.0,18478.0,783.0,86.0,254.0,41117.0,28689.0,4106.0,69539.0,2516.0,343904.0,13663858.0
*,259661.0,23570.0,9235.0,2604.0,67517.0,20815.0,31370.0,17957.0,149397.0,36565.0,98388.0,19236.0,47344.0,17717.0,97984.0,19622.0,78711.0,13202.0,71842.0,17116.0,23435.0,6453.0,140702.0,28066.0,90157.0,25434.0,36310.0,4074.0,185742.0,27475.0,72704.0,20957.0,172580.0,35268.0,8538.0,2172.0,8167.0,1238.0,16015.0,1960.0,25810.0,2552.0,59296.0,16370.0,97809.0,30698.0,26892.0,4431.0,52778.0,13174.0,6117.0,1113.0,423.0,10552.0,3475.0,371.0,5493.0,93211.0,37837.0,8024231.0,383900.0,2951.0,58445.0,37900.0,959.0,205.0,601.0,2625.0,3558.0,8980.0,19801.0,1282.0,6615.0,16336.0,7861.0,7356.0,5609.0,532.0,1029.0,86145.0,8818.0,939367.0,1348.0,7310.0,2279.0,3956.0,288051.0,336.0,88.0,1586.0,22537.0,5166.0,68143.0,16787.0,20142.0,500220.0,4204904.0
),35979.0,3504.0,3663.0,132.0,9936.0,2210.0,7407.0,6792.0,35353.0,5831.0,16396.0,2293.0,13076.0,14789.0,17553.0,3151.0,9920.0,1694.0,8335.0,5381.0,3622.0,1057.0,24542.0,5759.0,27971.0,3211.0,5450.0,1999.0,20603.0,2081.0,14374.0,5614.0,31048.0,6221.0,1139.0,383.0,7417.0,1229.0,2418.0,370.0,6053.0,388.0,12504.0,1630.0,26617.0,2881.0,6370.0,991.0,18943.0,5011.0,1197.0,1647.0,503.0,59924.0,80705.0,173568.0,77724.0,227888.0,20628.0,97810.0,6141278.0,45114.0,63244.0,6440.0,328.0,1338.0,5293.0,798.0,1988.0,1837.0,12244.0,1135.0,23917.0,4970.0,1568.0,1488.0,836.0,7954.0,16250637.0,2815809.0,1146487.0,34935.0,232.0,58817.0,101603.0,16464.0,57276.0,8734.0,1942.0,7124.0,705433.0,10605.0,18325.0,172204.0,38063.0,5154398.0,8972101.0
+,14429.0,1633.0,5670.0,550.0,6520.0,2068.0,2561.0,925.0,21096.0,3512.0,12254.0,1795.0,8805.0,1512.0,7134.0,1723.0,6675.0,1222.0,5601.0,1487.0,2008.0,889.0,189100.0,7815.0,9576.0,1656.0,3579.0,1115.0,9743.0,1642.0,19738.0,3462.0,18266.0,2963.0,1133.0,1143.0,21672.0,446.0,9697.0,460.0,8555.0,741.0,7817.0,2148.0,11394.0,1778.0,3094.0,576.0,3965.0,978.0,1708.0,761.0,259.0,54.0,688.0,144.0,9327.0,20264.0,378215.0,766.0,309075.0,938895.0,31419.0,95.0,1088.0,27.0,906.0,3182.0,3638.0,12763.0,97555.0,2426.0,33504.0,23725.0,6539.0,2933.0,3248.0,73.0,126204.0,14673.0,5922.0,7387.0,104.0,5063.0,1130.0,252.0,217.0,166.0,47.0,436.0,21168.0,4741.0,13213.0,17815.0,544.0,74192.0,1273239.0
],2904.0,117.0,13.0,6.0,89.0,68.0,86.0,46.0,167.0,156.0,68.0,62.0,137.0,92.0,175.0,71.0,112.0,33.0,231.0,112.0,358.0,63.0,226.0,233.0,242.0,132.0,126.0,47.0,133.0,104.0,75.0,32.0,191.0,145.0,34.0,29.0,5.0,58.0,54.0,35.0,210.0,9.0,338.0,63.0,162.0,66.0,32.0,36.0,61.0,22.0,26.0,50.0,148.0,1061.0,200119.0,10094.0,9607.0,147102.0,38013.0,41679.0,434012.0,30385.0,202935.0,3130.0,50.0,15.0,467.0,68.0,23.0,38.0,220.0,50.0,4210.0,66.0,96.0,17.0,57.0,2115.0,521527.0,432338.0,601828.0,3889.0,93.0,32149.0,12398.0,5162.0,8139.0,829.0,564.0,770.0,118943.0,5009.0,285.0,49149.0,4164.0,74989.0,1299993.0
!,76065.0,18009.0,1870.0,322.0,60366.0,11432.0,21557.0,12725.0,60881.0,30453.0,47168.0,11368.0,19933.0,9526.0,34691.0,11237.0,27157.0,5474.0,27324.0,12564.0,11551.0,3303.0,79013.0,37289.0,55850.0,12161.0,16226.0,5587.0,44562.0,11978.0,18960.0,5783.0,91417.0,21684.0,3842.0,1804.0,4051.0,1307.0,6499.0,766.0,2056.0,793.0,28510.0,5435.0,69855.0,7950.0,17721.0,3837.0,28204.0,7147.0,1398.0,351.0,149.0,50.0,1304.0,520.0,14.0,50775.0,869643.0,3331.0,2935.0,35.0,247.0,39732.0,235.0,97.0,173.0,128.0,93.0,430.0,1408.0,135.0,1446.0,415.0,71.0,202.0,42.0,140.0,20.0,385.0,208.0,149.0,372.0,12430.0,1831.0,7659.0,108.0,408.0,51.0,94.0,1582.0,2013.0,26264.0,50902.0,479.0,59158.0,95933.0
#,70436.0,816.0,225.0,142.0,4247.0,1556.0,666.0,793.0,2316.0,1415.0,1006.0,951.0,23385.0,1186.0,2175.0,941.0,1364.0,792.0,457741.0,772.0,26433.0,342.0,1781971.0,1750.0,230551.0,1072.0,487.0,252.0,1830.0,2578.0,2996.0,2245.0,4220.0,1550.0,307.0,155.0,136.0,55.0,341.0,338.0,4807.0,576.0,1154.0,524.0,1207.0,622.0,700.0,450.0,2492.0,447.0,131.0,93.0,600.0,55.0,2698.0,292.0,106.0,936.0,712.0,333.0,246.0,1142.0,193.0,231.0,263957.0,10.0,3971.0,946.0,1441.0,3273.0,8398.0,1032.0,10344.0,4700.0,2212.0,1537.0,1841.0,151.0,55.0,367.0,1227.0,602.0,173.0,1249.0,456.0,540.0,339.0,93.0,143.0,324.0,859.0,8708.0,5691.0,7854.0,3776.0,6949.0,162425.0
~,951.0,5833.0,90.0,188.0,920.0,3764.0,481.0,3456.0,2131.0,12500.0,672.0,5784.0,725.0,3039.0,839.0,5587.0,490.0,2783.0,713.0,3303.0,843.0,1883.0,867.0,5848.0,788.0,4758.0,324.0,1798.0,790.0,6512.0,887.0,2118.0,1844.0,10999.0,100.0,1234.0,329.0,570.0,708.0,703.0,346.0,790.0,1229.0,4345.0,1432.0,6007.0,461.0,2262.0,545.0,2368.0,58.0,397.0,20.0,9.0,37.0,103.0,3.0,7126.0,312.0,262.0,124.0,32.0,70.0,60.0,42.0,69603.0,182.0,225.0,158.0,543.0,1564.0,71.0,6112.0,390.0,211.0,311.0,131.0,71.0,15.0,117.0,23.0,1421.0,48.0,134.0,32.0,9.0,31.0,1.0,29.0,20.0,1294.0,1169.0,423.0,2992.0,6.0,1357.0,4344.0
%,22718.0,564.0,1295.0,2858.0,20044.0,647.0,6716.0,299.0,13900.0,806.0,6596.0,1545.0,29911.0,609.0,3738.0,980.0,1186.0,930.0,8280.0,1258.0,41528.0,383.0,23312.0,1029.0,194046.0,603.0,1529.0,2974.0,6849.0,1401.0,4088.0,1527.0,322985.0,4859.0,1026.0,140.0,180.0,76.0,556.0,98.0,17061.0,2148.0,3866.0,843.0,5756.0,3422.0,1555.0,149.0,5317.0,263.0,6516.0,390.0,484.0,257.0,36630.0,2875.0,1336.0,814.0,2217.0,1727.0,1981.0,1104.0,404.0,382.0,3059.0,8.0,34047.0,3192.0,4760.0,9853.0,39266.0,2258.0,33918.0,19111.0,6104.0,4721.0,4503.0,57.0,175.0,962.0,83059.0,299.0,215.0,1174.0,828.0,619.0,518.0,133.0,172.0,54.0,3457.0,3122.0,2414.0,20076.0,22.0,3806.0,73754.0
7,2919.0,997.0,253.0,259.0,57156.0,36143.0,631.0,496.0,27447.0,39856.0,796.0,1805.0,560.0,1261.0,29993.0,38232.0,623.0,317.0,31758.0,41114.0,4890.0,5287.0,631.0,412.0,37128.0,37370.0,1557.0,648.0,1134.0,917.0,557.0,621.0,3039.0,1087.0,252.0,265.0,289.0,341.0,343.0,330.0,2068.0,773.0,27358.0,36026.0,1199.0,660.0,545.0,373.0,339.0,701.0,560.0,2177.0,43.0,1121.0,2550.0,639.0,13414.0,13475.0,573.0,8222.0,73849.0,1218.0,30561.0,79.0,87.0,16.0,329.0,193660.0,203816.0,195871.0,183732.0,182075.0,245009.0,229625.0,189834.0,198473.0,202413.0,106.0,35161.0,463764.0,76508.0,7685.0,159.0,8656.0,25369.0,558.0,4395.0,46.0,31.0,147.0,21140.0,2241.0,26259.0,15150.0,358.0,22802.0,143927.0
5,2337.0,2118.0,301.0,325.0,100480.0,38788.0,1666.0,2282.0,31620.0,39606.0,1471.0,3369.0,1079.0,1478.0,33041.0,39273.0,514.0,1105.0,32540.0,37200.0,6482.0,4899.0,873.0,1258.0,32322.0,56454.0,1790.0,1574.0,4607.0,2878.0,3030.0,461.0,7914.0,3177.0,299.0,382.0,439.0,339.0,595.0,996.0,3421.0,456.0,31927.0,56949.0,1736.0,1679.0,710.0,634.0,845.0,1908.0,388.0,498.0,23.0,1299.0,4249.0,786.0,20686.0,22373.0,1082.0,17364.0,161998.0,2224.0,51128.0,236.0,170.0,48.0,2338.0,190167.0,316608.0,208269.0,245223.0,195025.0,379205.0,225485.0,215300.0,397319.0,200667.0,76.0,69006.0,645622.0,128212.0,8515.0,152.0,19608.0,35455.0,955.0,7216.0,140.0,127.0,330.0,25967.0,2926.0,51126.0,27373.0,465.0,27360.0,205858.0
3,3034.0,7617.0,480.0,778.0,87778.0,49996.0,1226.0,3213.0,33887.0,67980.0,4044.0,4635.0,2875.0,4166.0,48806.0,39564.0,866.0,2217.0,33921.0,55037.0,8389.0,12728.0,3859.0,2796.0,84877.0,172416.0,2930.0,1456.0,1847.0,4503.0,1284.0,1455.0,6058.0,8571.0,642.0,708.0,423.0,1499.0,506.0,709.0,13899.0,1306.0,32524.0,37696.0,1484.0,4040.0,746.0,1278.0,1530.0,3608.0,448.0,511.0,235.0,8521.0,11891.0,3101.0,28570.0,68636.0,2772.0,15952.0,240549.0,4744.0,137263.0,188.0,166.0,44.0,905.0,226116.0,231893.0,270089.0,288389.0,210865.0,372224.0,1582616.0,260744.0,238420.0,228569.0,114.0,92853.0,675842.0,165423.0,13027.0,331.0,14410.0,61179.0,5882.0,24434.0,144.0,269.0,600.0,36825.0,3713.0,92024.0,52747.0,1250.0,49280.0,321085.0
1,7725.0,6381.0,1686.0,783.0,78672.0,57463.0,1205.0,2919.0,49650.0,52151.0,2034.0,10001.0,2991.0,13782.0,38915.0,45318.0,1811.0,2686.0,65573.0,47085.0,22133.0,27146.0,4526.0,4940.0,61363.0,59577.0,3752.0,2413.0,3816.0,13693.0,1788.0,4899.0,9808.0,18111.0,3934.0,9794.0,588.0,648.0,1324.0,1531.0,10139.0,2275.0,42775.0,45390.0,3910.0,4842.0,1568.0,1382.0,1815.0,5086.0,886.0,7203.0,602.0,4090.0,37284.0,5707.0,70547.0,111725.0,12305.0,20569.0,962048.0,12968.0,427112.0,676.0,397.0,128.0,3413.0,348636.0,423584.0,416733.0,670398.0,366290.0,1137326.0,738427.0,408298.0,823744.0,365769.0,1175.0,475239.0,1658350.0,616084.0,43459.0,497.0,23356.0,105547.0,22739.0,51917.0,928.0,581.0,2954.0,102346.0,12195.0,295837.0,114529.0,1750.0,85798.0,794200.0
9,1189.0,1507.0,1343.0,174.0,50386.0,34145.0,458.0,390.0,27023.0,47009.0,406.0,1689.0,466.0,1245.0,31020.0,37376.0,552.0,383.0,32424.0,31849.0,4270.0,2288.0,420.0,547.0,25945.0,37151.0,1475.0,816.0,807.0,2172.0,491.0,6727.0,1151.0,1918.0,190.0,272.0,461.0,410.0,475.0,860.0,1728.0,587.0,25351.0,32992.0,934.0,928.0,685.0,751.0,1004.0,1021.0,711.0,1416.0,48.0,967.0,2278.0,556.0,9374.0,14672.0,581.0,7296.0,64014.0,1273.0,28277.0,99.0,112.0,17.0,524.0,190036.0,219310.0,171005.0,172844.0,325687.0,231916.0,199416.0,180782.0,208206.0,189529.0,14.0,30506.0,436718.0,68642.0,5616.0,247.0,15658.0,22532.0,623.0,4589.0,948.0,56.0,142.0,28551.0,5347.0,35166.0,17487.0,324.0,19857.0,136257.0
0,8436.0,11395.0,876.0,2276.0,302839.0,57864.0,1662.0,2923.0,43378.0,57427.0,1957.0,5414.0,3841.0,10138.0,49856.0,52263.0,675.0,2186.0,49664.0,43358.0,32016.0,27330.0,2592.0,2443.0,46849.0,53075.0,12444.0,2272.0,4328.0,7044.0,5702.0,2037.0,10471.0,5280.0,311.0,9581.0,486.0,434.0,1815.0,2990.0,4500662.0,36748.0,46873.0,46379.0,9184.0,4438.0,1023.0,991.0,1001.0,2922.0,748.0,1030.0,237.0,3116.0,13322.0,4470.0,113223.0,70066.0,9707.0,30273.0,1462426.0,8426.0,593706.0,800.0,696.0,298.0,6361.0,252741.0,270169.0,321556.0,736134.0,268372.0,3917811.0,451164.0,312779.0,245904.0,275780.0,1262.0,1322302.0,2885191.0,1136342.0,27603.0,819.0,49090.0,74600.0,5936.0,30426.0,1723.0,2298.0,3059.0,66910.0,45194.0,153067.0,151453.0,2609.0,152448.0,1017762.0
2,18896.0,22456.0,1234.0,2100.0,105900.0,89920.0,2142.0,10606.0,139158.0,221715.0,7730.0,16150.0,13117.0,15068.0,40430.0,58992.0,3854.0,6227.0,55478.0,46230.0,15346.0,18837.0,15596.0,11573.0,103903.0,140103.0,5981.0,8090.0,6958.0,18832.0,7289.0,7545.0,18089.0,29674.0,1620.0,2365.0,645.0,1493.0,2133.0,8149.0,36119.0,7302.0,42916.0,64769.0,14594.0,13086.0,2285.0,5533.0,15464.0,14222.0,1165.0,994.0,656.0,13388.0,61185.0,4010.0,39859.0,233262.0,8247.0,83648.0,575776.0,10644.0,244581.0,689.0,453.0,64.0,1391.0,293743.0,604327.0,376176.0,363769.0,271606.0,830266.0,376316.0,371680.0,263702.0,366319.0,581.0,207831.0,1035429.0,401514.0,31980.0,597.0,23597.0,119156.0,13340.0,65045.0,445.0,6617.0,1670.0,92111.0,6580.0,761890.0,81200.0,5068.0,78280.0,788451.0
4,3406.0,6777.0,444.0,607.0,66042.0,221901.0,631.0,4609.0,37390.0,53228.0,3262.0,7589.0,3905.0,13203.0,31788.0,48401.0,1140.0,3483.0,37770.0,41301.0,9341.0,10792.0,6359.0,10620.0,37158.0,41739.0,5010.0,3681.0,3020.0,12350.0,1689.0,3137.0,12025.0,12565.0,945.0,1034.0,3210.0,1448.0,1658.0,3186.0,26595.0,4403.0,37540.0,49096.0,3472.0,6808.0,1381.0,2431.0,7973.0,5313.0,268.0,1016.0,88.0,6704.0,10220.0,1770.0,24310.0,100367.0,2180.0,24312.0,237949.0,4187.0,91283.0,233.0,251.0,35.0,449.0,209182.0,246079.0,208374.0,225929.0,209623.0,347217.0,266174.0,234476.0,210448.0,303745.0,218.0,101785.0,694348.0,154761.0,12670.0,283.0,18505.0,82199.0,4398.0,40322.0,257.0,83.0,757.0,46516.0,3524.0,439572.0,39526.0,1524.0,73661.0,384689.0
6,2575.0,2810.0,348.0,283.0,58101.0,40972.0,2084.0,3876.0,36390.0,44514.0,2856.0,4055.0,2987.0,2416.0,29195.0,44785.0,1783.0,1822.0,36958.0,47092.0,7667.0,7428.0,4978.0,4131.0,32248.0,37809.0,4493.0,2583.0,1655.0,6949.0,582.0,1162.0,7216.0,11163.0,235.0,626.0,323.0,527.0,4318.0,1354.0,13046.0,1950.0,35879.0,39970.0,3435.0,3304.0,900.0,842.0,8774.0,2218.0,353.0,812.0,44.0,11544.0,6752.0,791.0,16227.0,74754.0,894.0,17090.0,145046.0,2724.0,51150.0,101.0,158.0,26.0,360.0,220234.0,234477.0,208064.0,199669.0,187260.0,300090.0,196230.0,977433.0,218819.0,207646.0,93.0,64999.0,545456.0,100939.0,8862.0,265.0,7505.0,61020.0,1547.0,26099.0,92.0,179.0,495.0,32283.0,2523.0,205291.0,27330.0,935.0,27448.0,255570.0
8,3200.0,7219.0,377.0,484.0,48963.0,36038.0,3806.0,8783.0,29214.0,43315.0,1746.0,10681.0,1400.0,2447.0,30288.0,39749.0,1096.0,1488.0,33851.0,38127.0,9686.0,11306.0,10373.0,3043.0,32130.0,36189.0,14249.0,2263.0,3288.0,8623.0,3248.0,2452.0,5997.0,9886.0,445.0,1899.0,453.0,454.0,1683.0,1721.0,18408.0,6188.0,32356.0,49983.0,765.0,2126.0,731.0,1537.0,2014.0,4587.0,372.0,570.0,15.0,1942.0,4970.0,687.0,14031.0,77219.0,778.0,37257.0,134644.0,2508.0,38168.0,129.0,186.0,21.0,393.0,174974.0,192190.0,176912.0,196208.0,184804.0,421826.0,199135.0,186658.0,223040.0,217616.0,186.0,64169.0,643157.0,89985.0,8427.0,250.0,7206.0,98086.0,1475.0,22967.0,234.0,49.0,1284.0,30470.0,2689.0,263676.0,34285.0,802.0,50130.0,216953.0
`,2060.0,848.0,301.0,120.0,3877.0,732.0,1416.0,375.0,3254.0,1032.0,2506.0,1668.0,2104.0,524.0,2732.0,2335.0,2278.0,456.0,2437.0,548.0,1126.0,462.0,4865.0,898.0,2363.0,726.0,553.0,215.0,4298.0,1490.0,3743.0,535.0,7208.0,1385.0,193.0,109.0,499.0,67.0,1139.0,102.0,595.0,98.0,2443.0,334.0,2702.0,643.0,756.0,255.0,1820.0,324.0,123.0,108.0,229.0,126.0,1728.0,980.0,124.0,750.0,157.0,450.0,2856.0,155.0,273.0,189.0,269.0,160.0,1308.0,29.0,365.0,313.0,10528.0,49.0,915.0,6857.0,223.0,66.0,143.0,8306.0,458.0,6607.0,12517.0,363.0,411.0,635.0,816.0,385.0,100.0,111.0,17.0,374.0,1961.0,851.0,571.0,3625.0,6.0,9171.0,46344.0
